fecha,Sucursal,bodega,sector,tipo,venta_neta,lineas,facturas
2024-07-01,Bogotá,2,Agricultura,historico,160508081.96,186.0,96.0
2024-08-01,Bogotá,2,Agricultura,historico,107378745.0,173.0,88.0
2024-09-01,Bogotá,2,Agricultura,historico,156736478.4,225.0,97.0
2024-10-01,Bogotá,2,Agricultura,historico,294344443.0,423.0,145.0
2024-11-01,Bogotá,2,Agricultura,historico,334043609.0,464.0,153.0
2024-12-01,Bogotá,2,Agricultura,historico,509667298.0,808.0,220.0
2025-01-01,Bogotá,2,Agricultura,historico,468362079.0,701.0,207.0
2025-02-01,Bogotá,2,Agricultura,historico,481654417.0,641.0,218.0
2025-03-01,Bogotá,2,Agricultura,historico,315467943.0,634.0,228.0
2025-04-01,Bogotá,2,Agricultura,historico,694040878.2,975.0,390.0
2025-05-01,Bogotá,2,Agricultura,historico,238750868.0,412.0,212.0
2025-06-01,Bogotá,2,Agricultura,historico,437767074.0,496.0,245.0
2025-07-01,Bogotá,2,Agricultura,historico,259415513.0,554.0,251.0
2025-08-01,Bogotá,2,Agricultura,historico,360147218.0,747.0,298.0
2025-09-01,Bogotá,2,Agricultura,historico,314791945.64,659.0,235.0
2025-10-01,Bogotá,2,Agricultura,historico,375870604.0,712.0,276.0
2025-11-01,Bogotá,2,Agricultura,historico,406724239.6,761.0,296.0
2025-12-01,Bogotá,2,Agricultura,historico,448614989.8,773.0,269.0
2026-01-01,Bogotá,2,Agricultura,historico,431706068.0,912.0,298.0
2026-02-01,Bogotá,2,Agricultura,historico,419901602.0,1075.0,368.0
2026-03-01,Bogotá,2,Agricultura,historico,399021030.1,873.0,337.0
2026-04-01,Bogotá,2,Agricultura,historico,462148940.9,1092.0,379.0
2024-01-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,32631669.0,50.0,23.0
2024-02-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,23085304.0,34.0,18.0
2024-03-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,74898494.0,87.0,28.0
2024-04-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,43288484.0,70.0,29.0
2024-05-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,28755778.0,43.0,24.0
2024-06-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,77317424.0,65.0,31.0
2024-07-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,54755832.0,67.0,36.0
2024-08-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,64053025.0,118.0,38.0
2024-09-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,60765324.0,50.0,31.0
2024-10-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,49546760.0,75.0,31.0
2024-11-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,58062435.0,53.0,30.0
2024-12-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,39394964.0,75.0,44.0
2025-01-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,61213830.0,62.0,30.0
2025-02-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,112835886.0,107.0,45.0
2025-03-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,67057554.0,91.0,44.0
2025-04-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,118890699.0,132.0,56.0
2025-05-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,97637148.0,97.0,41.0
2025-06-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,85696160.0,98.0,49.0
2025-07-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,64876430.56,79.0,39.0
2025-08-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,96217739.0,127.0,56.0
2025-09-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,88333539.0,83.0,39.0
2025-10-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,88948481.0,124.0,40.0
2025-11-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,113047178.0,103.0,36.0
2025-12-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,122860785.0,191.0,45.0
2026-01-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,99179402.0,66.0,38.0
2026-02-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,80888154.0,82.0,30.0
2026-03-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,107448094.0,73.0,26.0
2026-04-01,Bogotá,2,Articulos Para el Hogar y la Oficina,historico,163914567.0,110.0,32.0
2024-01-01,Bogotá,2,Caucho y Plasticos,historico,18842437.0,49.0,20.0
2024-02-01,Bogotá,2,Caucho y Plasticos,historico,20004542.0,68.0,29.0
2024-03-01,Bogotá,2,Caucho y Plasticos,historico,12337820.0,32.0,17.0
2024-04-01,Bogotá,2,Caucho y Plasticos,historico,15527691.0,65.0,23.0
2024-05-01,Bogotá,2,Caucho y Plasticos,historico,20679994.0,65.0,21.0
2024-06-01,Bogotá,2,Caucho y Plasticos,historico,39413755.0,41.0,23.0
2024-07-01,Bogotá,2,Caucho y Plasticos,historico,23920914.0,65.0,24.0
2024-08-01,Bogotá,2,Caucho y Plasticos,historico,27260418.0,56.0,29.0
2024-09-01,Bogotá,2,Caucho y Plasticos,historico,49461935.0,119.0,44.0
2024-10-01,Bogotá,2,Caucho y Plasticos,historico,27892214.0,56.0,25.0
2024-11-01,Bogotá,2,Caucho y Plasticos,historico,4985766.0,81.0,38.0
2024-12-01,Bogotá,2,Caucho y Plasticos,historico,21518312.0,85.0,31.0
2025-01-01,Bogotá,2,Caucho y Plasticos,historico,31935370.1,58.0,30.0
2025-02-01,Bogotá,2,Caucho y Plasticos,historico,15463247.9,58.0,32.0
2025-03-01,Bogotá,2,Caucho y Plasticos,historico,23091055.0,68.0,31.0
2025-04-01,Bogotá,2,Caucho y Plasticos,historico,46527326.0,91.0,36.0
2025-05-01,Bogotá,2,Caucho y Plasticos,historico,22591260.0,58.0,32.0
2025-06-01,Bogotá,2,Caucho y Plasticos,historico,25768627.0,80.0,39.0
2025-07-01,Bogotá,2,Caucho y Plasticos,historico,41899586.46,82.0,43.0
2025-08-01,Bogotá,2,Caucho y Plasticos,historico,49434004.0,96.0,51.0
2025-09-01,Bogotá,2,Caucho y Plasticos,historico,35027364.0,121.0,40.0
2025-10-01,Bogotá,2,Caucho y Plasticos,historico,52317884.92,72.0,35.0
2025-11-01,Bogotá,2,Caucho y Plasticos,historico,65674555.0,129.0,36.0
2025-12-01,Bogotá,2,Caucho y Plasticos,historico,30989405.0,83.0,35.0
2026-01-01,Bogotá,2,Caucho y Plasticos,historico,25401303.0,55.0,21.0
2026-02-01,Bogotá,2,Caucho y Plasticos,historico,20353155.0,76.0,20.0
2026-03-01,Bogotá,2,Caucho y Plasticos,historico,55643394.0,108.0,27.0
2026-04-01,Bogotá,2,Caucho y Plasticos,historico,28731636.0,92.0,40.0
2024-01-01,Bogotá,2,Comercio,historico,1766633743.11,2745.0,1108.0
2024-02-01,Bogotá,2,Comercio,historico,1917133548.42,3738.0,1453.0
2024-03-01,Bogotá,2,Comercio,historico,1676357594.01,3365.0,1198.0
2024-04-01,Bogotá,2,Comercio,historico,2068651591.33,3847.0,1444.0
2024-05-01,Bogotá,2,Comercio,historico,1975342041.5,3938.0,1468.0
2024-06-01,Bogotá,2,Comercio,historico,1789026198.22,3466.0,1331.0
2024-07-01,Bogotá,2,Comercio,historico,2099020392.3,3840.0,1535.0
2024-08-01,Bogotá,2,Comercio,historico,2295467458.94,4256.0,1597.0
2024-09-01,Bogotá,2,Comercio,historico,2277702047.0,4081.0,1698.0
2024-10-01,Bogotá,2,Comercio,historico,2163878677.16,3992.0,1697.0
2024-11-01,Bogotá,2,Comercio,historico,2043708627.7,3683.0,1468.0
2024-12-01,Bogotá,2,Comercio,historico,1973593408.14,4081.0,1375.0
2025-01-01,Bogotá,2,Comercio,historico,2097346041.84,3685.0,1406.0
2025-02-01,Bogotá,2,Comercio,historico,2092011040.49,3990.0,1549.0
2025-03-01,Bogotá,2,Comercio,historico,2419443483.84,4045.0,1579.0
2025-04-01,Bogotá,2,Comercio,historico,1632961398.6,3881.0,1576.0
2025-05-01,Bogotá,2,Comercio,historico,1811114929.0,4062.0,1561.0
2025-06-01,Bogotá,2,Comercio,historico,1763651068.04,3976.0,1500.0
2025-07-01,Bogotá,2,Comercio,historico,2268974820.72,4769.0,1949.0
2025-08-01,Bogotá,2,Comercio,historico,2073402186.82,4133.0,1598.0
2025-09-01,Bogotá,2,Comercio,historico,2322150262.61,4720.0,1745.0
2025-10-01,Bogotá,2,Comercio,historico,2280103418.58,4303.0,1638.0
2025-11-01,Bogotá,2,Comercio,historico,2481178390.2,3701.0,1361.0
2025-12-01,Bogotá,2,Comercio,historico,2427273343.85,4622.0,1470.0
2026-01-01,Bogotá,2,Comercio,historico,1896665652.64,3245.0,1152.0
2026-02-01,Bogotá,2,Comercio,historico,2447288379.58,4164.0,1513.0
2026-03-01,Bogotá,2,Comercio,historico,2188318856.88,4119.0,1581.0
2026-04-01,Bogotá,2,Comercio,historico,2090804793.44,3966.0,1468.0
2024-01-01,Bogotá,2,Construction,historico,128582250.0,218.0,100.0
2024-02-01,Bogotá,2,Construction,historico,185898114.0,318.0,149.0
2024-03-01,Bogotá,2,Construction,historico,237754559.0,366.0,140.0
2024-04-01,Bogotá,2,Construction,historico,79297577.0,289.0,125.0
2024-05-01,Bogotá,2,Construction,historico,133498756.0,236.0,75.0
2024-06-01,Bogotá,2,Construction,historico,84517877.0,286.0,104.0
2024-07-01,Bogotá,2,Construction,historico,120427396.0,251.0,98.0
2024-08-01,Bogotá,2,Construction,historico,136230819.0,342.0,103.0
2024-09-01,Bogotá,2,Construction,historico,131707086.0,341.0,124.0
2024-10-01,Bogotá,2,Construction,historico,148784602.0,286.0,110.0
2024-11-01,Bogotá,2,Construction,historico,97880630.0,286.0,92.0
2024-12-01,Bogotá,2,Construction,historico,265224225.0,319.0,114.0
2025-01-01,Bogotá,2,Construction,historico,122177796.0,285.0,108.0
2025-02-01,Bogotá,2,Construction,historico,194351129.96,462.0,148.0
2025-03-01,Bogotá,2,Construction,historico,185527258.56,396.0,119.0
2025-04-01,Bogotá,2,Construction,historico,160620549.9,414.0,148.0
2025-05-01,Bogotá,2,Construction,historico,107295752.4,321.0,108.0
2025-06-01,Bogotá,2,Construction,historico,204128471.72,488.0,165.0
2025-07-01,Bogotá,2,Construction,historico,165329962.02,429.0,171.0
2025-08-01,Bogotá,2,Construction,historico,252284515.2,438.0,132.0
2025-09-01,Bogotá,2,Construction,historico,315518692.86,513.0,146.0
2025-10-01,Bogotá,2,Construction,historico,161945290.43,328.0,132.0
2025-11-01,Bogotá,2,Construction,historico,302453145.44,598.0,171.0
2025-12-01,Bogotá,2,Construction,historico,202279458.4,400.0,117.0
2026-01-01,Bogotá,2,Construction,historico,135904512.32999998,263.0,109.0
2026-02-01,Bogotá,2,Construction,historico,142234297.06,334.0,140.0
2026-03-01,Bogotá,2,Construction,historico,122387701.23,334.0,120.0
2026-04-01,Bogotá,2,Construction,historico,152365182.32,283.0,121.0
2024-01-01,Bogotá,2,Education,historico,0.0,0.0,0.0
2024-02-01,Bogotá,2,Education,historico,300000.0,1.0,1.0
2024-03-01,Bogotá,2,Education,historico,3277653.0,13.0,2.0
2024-04-01,Bogotá,2,Education,historico,12959468.0,16.0,5.0
2024-05-01,Bogotá,2,Education,historico,49446144.0,39.0,5.0
2024-06-01,Bogotá,2,Education,historico,19674145.0,32.0,11.0
2024-07-01,Bogotá,2,Education,historico,17959726.0,24.0,9.0
2024-08-01,Bogotá,2,Education,historico,1521240.0,5.0,4.0
2024-09-01,Bogotá,2,Education,historico,3788551.0,7.0,6.0
2024-10-01,Bogotá,2,Education,historico,1996494.0,9.0,5.0
2024-11-01,Bogotá,2,Education,historico,98480.0,2.0,1.0
2024-12-01,Bogotá,2,Education,historico,4548302.0,10.0,6.0
2025-01-01,Bogotá,2,Education,historico,0.0,0.0,0.0
2025-02-01,Bogotá,2,Education,historico,38526.0,1.0,1.0
2025-03-01,Bogotá,2,Education,historico,67200.0,1.0,1.0
2025-04-01,Bogotá,2,Education,historico,371840.0,3.0,1.0
2025-05-01,Bogotá,2,Education,historico,3446815.0,7.0,3.0
2025-06-01,Bogotá,2,Education,historico,5360231.0,27.0,3.0
2025-07-01,Bogotá,2,Education,historico,33357010.0,29.0,5.0
2025-08-01,Bogotá,2,Education,historico,20989065.0,24.0,8.0
2025-09-01,Bogotá,2,Education,historico,3434136.0,23.0,9.0
2025-10-01,Bogotá,2,Education,historico,8625522.0,9.0,5.0
2025-11-01,Bogotá,2,Education,historico,1207236.0,3.0,1.0
2025-12-01,Bogotá,2,Education,historico,13238607.0,15.0,4.0
2026-01-01,Bogotá,2,Education,historico,0.0,0.0,0.0
2026-02-01,Bogotá,2,Education,historico,8868886.0,14.0,9.0
2026-03-01,Bogotá,2,Education,historico,4401536.0,15.0,8.0
2026-04-01,Bogotá,2,Education,historico,1133244.0,4.0,2.0
2024-01-01,Bogotá,2,Empleados,historico,753249.0,36.0,28.0
2024-02-01,Bogotá,2,Empleados,historico,882344.0,22.0,17.0
2024-03-01,Bogotá,2,Empleados,historico,527061.0,20.0,19.0
2024-04-01,Bogotá,2,Empleados,historico,-1369929.0,25.0,20.0
2024-05-01,Bogotá,2,Empleados,historico,6337791.92,34.0,27.0
2024-06-01,Bogotá,2,Empleados,historico,2403080.34,35.0,28.0
2024-07-01,Bogotá,2,Empleados,historico,-6371410.0,25.0,22.0
2024-08-01,Bogotá,2,Empleados,historico,867042.0,27.0,21.0
2024-09-01,Bogotá,2,Empleados,historico,1492692.85,30.0,26.0
2024-10-01,Bogotá,2,Empleados,historico,21272936.68,214.0,114.0
2024-11-01,Bogotá,2,Empleados,historico,-2337514.7,67.0,49.0
2024-12-01,Bogotá,2,Empleados,historico,-9815618.56,85.0,58.0
2025-01-01,Bogotá,2,Empleados,historico,8885036.879999999,123.0,104.0
2025-02-01,Bogotá,2,Empleados,historico,-1092090.6600000001,92.0,61.0
2025-03-01,Bogotá,2,Empleados,historico,786292.0,46.0,39.0
2025-04-01,Bogotá,2,Empleados,historico,4242499.12,63.0,38.0
2025-05-01,Bogotá,2,Empleados,historico,4795982.03,68.0,51.0
2025-06-01,Bogotá,2,Empleados,historico,393927.02,70.0,48.0
2025-07-01,Bogotá,2,Empleados,historico,17966759.02,322.0,119.0
2025-08-01,Bogotá,2,Empleados,historico,-12930461.59,131.0,76.0
2025-09-01,Bogotá,2,Empleados,historico,-1435099.0,41.0,31.0
2025-10-01,Bogotá,2,Empleados,historico,1466762.96,85.0,51.0
2025-11-01,Bogotá,2,Empleados,historico,-2774052.94,65.0,38.0
2025-12-01,Bogotá,2,Empleados,historico,12458318.0,164.0,113.0
2026-01-01,Bogotá,2,Empleados,historico,-1165755.0,128.0,92.0
2026-02-01,Bogotá,2,Empleados,historico,-2528219.6,37.0,32.0
2026-03-01,Bogotá,2,Empleados,historico,4500509.0,49.0,33.0
2026-04-01,Bogotá,2,Empleados,historico,4150364.71,32.0,20.0
2024-01-01,Bogotá,2,Energy supply,historico,1732200.0,6.0,2.0
2024-02-01,Bogotá,2,Energy supply,historico,2075900.0,8.0,4.0
2024-03-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-04-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-05-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-06-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-07-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-08-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-09-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-10-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-11-01,Bogotá,2,Energy supply,historico,0.0,0.0,0.0
2024-12-01,Bogotá,2,Energy supply,historico,5219430.0,4.0,3.0
2025-01-01,Bogotá,2,Energy supply,historico,6715788.0,12.0,4.0
2025-02-01,Bogotá,2,Energy supply,historico,60262452.0,48.0,17.0
2025-03-01,Bogotá,2,Energy supply,historico,99981207.0,57.0,21.0
2025-04-01,Bogotá,2,Energy supply,historico,24023332.0,24.0,8.0
2025-05-01,Bogotá,2,Energy supply,historico,7054424.0,22.0,10.0
2025-06-01,Bogotá,2,Energy supply,historico,22482242.0,70.0,14.0
2025-07-01,Bogotá,2,Energy supply,historico,10622600.0,33.0,12.0
2025-08-01,Bogotá,2,Energy supply,historico,55750056.0,25.0,13.0
2025-09-01,Bogotá,2,Energy supply,historico,128700.0,1.0,1.0
2025-10-01,Bogotá,2,Energy supply,historico,4787475.0,12.0,8.0
2025-11-01,Bogotá,2,Energy supply,historico,692160.0,1.0,1.0
2025-12-01,Bogotá,2,Energy supply,historico,3148152.0,13.0,5.0
2026-01-01,Bogotá,2,Energy supply,historico,1023210.0,4.0,3.0
2026-02-01,Bogotá,2,Energy supply,historico,23695939.0,48.0,9.0
2026-03-01,Bogotá,2,Energy supply,historico,7397640.0,21.0,4.0
2026-04-01,Bogotá,2,Energy supply,historico,20448897.0,40.0,6.0
2024-01-01,Bogotá,2,Equipo de Transporte,historico,47912747.0,65.0,48.0
2024-02-01,Bogotá,2,Equipo de Transporte,historico,101156034.0,180.0,99.0
2024-03-01,Bogotá,2,Equipo de Transporte,historico,127919622.0,117.0,95.0
2024-04-01,Bogotá,2,Equipo de Transporte,historico,260548763.0,215.0,164.0
2024-05-01,Bogotá,2,Equipo de Transporte,historico,199772529.0,174.0,121.0
2024-06-01,Bogotá,2,Equipo de Transporte,historico,170381844.0,158.0,115.0
2024-07-01,Bogotá,2,Equipo de Transporte,historico,301048717.0,299.0,212.0
2024-08-01,Bogotá,2,Equipo de Transporte,historico,273826391.0,297.0,184.0
2024-09-01,Bogotá,2,Equipo de Transporte,historico,260199301.4,173.0,78.0
2024-10-01,Bogotá,2,Equipo de Transporte,historico,320357257.0,238.0,95.0
2024-11-01,Bogotá,2,Equipo de Transporte,historico,193667248.0,155.0,55.0
2024-12-01,Bogotá,2,Equipo de Transporte,historico,287960836.0,245.0,100.0
2025-01-01,Bogotá,2,Equipo de Transporte,historico,245589565.0,172.0,83.0
2025-02-01,Bogotá,2,Equipo de Transporte,historico,259245064.0,206.0,81.0
2025-03-01,Bogotá,2,Equipo de Transporte,historico,210058413.0,135.0,54.0
2025-04-01,Bogotá,2,Equipo de Transporte,historico,121766355.0,128.0,70.0
2025-05-01,Bogotá,2,Equipo de Transporte,historico,267726165.0,209.0,106.0
2025-06-01,Bogotá,2,Equipo de Transporte,historico,171968591.0,173.0,98.0
2025-07-01,Bogotá,2,Equipo de Transporte,historico,333958849.0,320.0,192.0
2025-08-01,Bogotá,2,Equipo de Transporte,historico,212635434.0,194.0,128.0
2025-09-01,Bogotá,2,Equipo de Transporte,historico,420139446.16,322.0,134.0
2025-10-01,Bogotá,2,Equipo de Transporte,historico,384912285.42,282.0,124.0
2025-11-01,Bogotá,2,Equipo de Transporte,historico,309957987.14,222.0,106.0
2025-12-01,Bogotá,2,Equipo de Transporte,historico,311058413.2,187.0,107.0
2026-01-01,Bogotá,2,Equipo de Transporte,historico,246772722.0,159.0,91.0
2026-02-01,Bogotá,2,Equipo de Transporte,historico,289765733.08,236.0,125.0
2026-03-01,Bogotá,2,Equipo de Transporte,historico,412649007.0,254.0,132.0
2026-04-01,Bogotá,2,Equipo de Transporte,historico,265668167.0,200.0,103.0
2024-01-01,Bogotá,2,Food,historico,879563391.79,897.0,408.0
2024-02-01,Bogotá,2,Food,historico,1046335219.98,1105.0,525.0
2024-03-01,Bogotá,2,Food,historico,978260354.3,1342.0,551.0
2024-04-01,Bogotá,2,Food,historico,1287896186.46,1331.0,581.0
2024-05-01,Bogotá,2,Food,historico,1077377043.96,1465.0,584.0
2024-06-01,Bogotá,2,Food,historico,1205274176.58,1237.0,533.0
2024-07-01,Bogotá,2,Food,historico,964760957.54,1373.0,577.0
2024-08-01,Bogotá,2,Food,historico,1176067636.97,1562.0,611.0
2024-09-01,Bogotá,2,Food,historico,1118755862.26,1454.0,608.0
2024-10-01,Bogotá,2,Food,historico,1150753969.82,1529.0,674.0
2024-11-01,Bogotá,2,Food,historico,1099225128.56,1449.0,594.0
2024-12-01,Bogotá,2,Food,historico,979800388.78,1362.0,519.0
2025-01-01,Bogotá,2,Food,historico,1014199008.4,1327.0,523.0
2025-02-01,Bogotá,2,Food,historico,1008793153.32,1370.0,548.0
2025-03-01,Bogotá,2,Food,historico,1202041934.61,1317.0,558.0
2025-04-01,Bogotá,2,Food,historico,1214379453.72,1412.0,547.0
2025-05-01,Bogotá,2,Food,historico,1153793052.07,1326.0,568.0
2025-06-01,Bogotá,2,Food,historico,1174904048.92,1442.0,613.0
2025-07-01,Bogotá,2,Food,historico,1452259239.1,1576.0,712.0
2025-08-01,Bogotá,2,Food,historico,1243219710.11,1375.0,570.0
2025-09-01,Bogotá,2,Food,historico,1329492187.62,1563.0,653.0
2025-10-01,Bogotá,2,Food,historico,1215668036.83,1519.0,582.0
2025-11-01,Bogotá,2,Food,historico,1162370373.03,1303.0,529.0
2025-12-01,Bogotá,2,Food,historico,1229132913.75,1480.0,575.0
2026-01-01,Bogotá,2,Food,historico,922296003.32,1146.0,490.0
2026-02-01,Bogotá,2,Food,historico,1122232235.75,1452.0,551.0
2026-03-01,Bogotá,2,Food,historico,1286773067.2,1453.0,631.0
2026-04-01,Bogotá,2,Food,historico,1392353556.62,1407.0,583.0
2024-01-01,Bogotá,2,Health/Social,historico,14239110.0,14.0,13.0
2024-02-01,Bogotá,2,Health/Social,historico,12540328.0,17.0,15.0
2024-03-01,Bogotá,2,Health/Social,historico,5026111.0,47.0,19.0
2024-04-01,Bogotá,2,Health/Social,historico,22958072.0,28.0,11.0
2024-05-01,Bogotá,2,Health/Social,historico,10153004.0,26.0,7.0
2024-06-01,Bogotá,2,Health/Social,historico,13722916.0,20.0,15.0
2024-07-01,Bogotá,2,Health/Social,historico,17090026.0,32.0,18.0
2024-08-01,Bogotá,2,Health/Social,historico,14351266.0,25.0,10.0
2024-09-01,Bogotá,2,Health/Social,historico,11262382.0,13.0,8.0
2024-10-01,Bogotá,2,Health/Social,historico,18964588.0,9.0,6.0
2024-11-01,Bogotá,2,Health/Social,historico,15021972.0,34.0,14.0
2024-12-01,Bogotá,2,Health/Social,historico,11699547.0,37.0,18.0
2025-01-01,Bogotá,2,Health/Social,historico,1928977.0,4.0,4.0
2025-02-01,Bogotá,2,Health/Social,historico,7523903.0,26.0,10.0
2025-03-01,Bogotá,2,Health/Social,historico,7767216.0,15.0,12.0
2025-04-01,Bogotá,2,Health/Social,historico,5098272.4,41.0,15.0
2025-05-01,Bogotá,2,Health/Social,historico,3675706.0,17.0,9.0
2025-06-01,Bogotá,2,Health/Social,historico,5434650.77,39.0,13.0
2025-07-01,Bogotá,2,Health/Social,historico,16507590.0,34.0,19.0
2025-08-01,Bogotá,2,Health/Social,historico,8617762.0,28.0,12.0
2025-09-01,Bogotá,2,Health/Social,historico,18289144.0,22.0,8.0
2025-10-01,Bogotá,2,Health/Social,historico,8262481.0,23.0,16.0
2025-11-01,Bogotá,2,Health/Social,historico,15366293.0,39.0,14.0
2025-12-01,Bogotá,2,Health/Social,historico,9461099.0,12.0,8.0
2026-01-01,Bogotá,2,Health/Social,historico,13835287.0,24.0,11.0
2026-02-01,Bogotá,2,Health/Social,historico,9006074.0,64.0,10.0
2026-03-01,Bogotá,2,Health/Social,historico,58167085.0,41.0,16.0
2026-04-01,Bogotá,2,Health/Social,historico,9223555.0,18.0,12.0
2024-01-01,Bogotá,2,Hidrocarburo,historico,241011818.88,195.0,98.0
2024-02-01,Bogotá,2,Hidrocarburo,historico,200736018.75,242.0,134.0
2024-03-01,Bogotá,2,Hidrocarburo,historico,293040709.01,265.0,115.0
2024-04-01,Bogotá,2,Hidrocarburo,historico,296562367.77,272.0,124.0
2024-05-01,Bogotá,2,Hidrocarburo,historico,204967814.1,226.0,109.0
2024-06-01,Bogotá,2,Hidrocarburo,historico,240769746.4,360.0,139.0
2024-07-01,Bogotá,2,Hidrocarburo,historico,233408816.0,277.0,133.0
2024-08-01,Bogotá,2,Hidrocarburo,historico,214580552.06,267.0,124.0
2024-09-01,Bogotá,2,Hidrocarburo,historico,255396382.0,459.0,124.0
2024-10-01,Bogotá,2,Hidrocarburo,historico,427645748.0,301.0,125.0
2024-11-01,Bogotá,2,Hidrocarburo,historico,315283490.68,380.0,151.0
2024-12-01,Bogotá,2,Hidrocarburo,historico,396288996.66,343.0,145.0
2025-01-01,Bogotá,2,Hidrocarburo,historico,356724035.57,278.0,117.0
2025-02-01,Bogotá,2,Hidrocarburo,historico,304874248.4,246.0,106.0
2025-03-01,Bogotá,2,Hidrocarburo,historico,274259644.6,316.0,153.0
2025-04-01,Bogotá,2,Hidrocarburo,historico,384592472.69,394.0,152.0
2025-05-01,Bogotá,2,Hidrocarburo,historico,451758468.91,489.0,166.0
2025-06-01,Bogotá,2,Hidrocarburo,historico,352798108.99,496.0,159.0
2025-07-01,Bogotá,2,Hidrocarburo,historico,526262717.17,555.0,199.0
2025-08-01,Bogotá,2,Hidrocarburo,historico,506338885.68,457.0,185.0
2025-09-01,Bogotá,2,Hidrocarburo,historico,833939817.92,621.0,205.0
2025-10-01,Bogotá,2,Hidrocarburo,historico,528057320.99,535.0,161.0
2025-11-01,Bogotá,2,Hidrocarburo,historico,610929279.47,705.0,185.0
2025-12-01,Bogotá,2,Hidrocarburo,historico,603039780.7,621.0,180.0
2026-01-01,Bogotá,2,Hidrocarburo,historico,458821525.0,464.0,122.0
2026-02-01,Bogotá,2,Hidrocarburo,historico,668708736.0,499.0,134.0
2026-03-01,Bogotá,2,Hidrocarburo,historico,689458740.95,497.0,157.0
2026-04-01,Bogotá,2,Hidrocarburo,historico,563021020.0,540.0,151.0
2024-01-01,Bogotá,2,IT/Communication,historico,1155400.0,4.0,3.0
2024-02-01,Bogotá,2,IT/Communication,historico,24479332.0,24.0,9.0
2024-03-01,Bogotá,2,IT/Communication,historico,2629562.0,7.0,4.0
2024-04-01,Bogotá,2,IT/Communication,historico,18376779.0,32.0,5.0
2024-05-01,Bogotá,2,IT/Communication,historico,5105376.0,17.0,10.0
2024-06-01,Bogotá,2,IT/Communication,historico,8604430.0,3.0,2.0
2024-07-01,Bogotá,2,IT/Communication,historico,9272936.0,28.0,9.0
2024-08-01,Bogotá,2,IT/Communication,historico,3497416.0,25.0,10.0
2024-09-01,Bogotá,2,IT/Communication,historico,6512920.0,35.0,13.0
2024-10-01,Bogotá,2,IT/Communication,historico,22615430.0,52.0,13.0
2024-11-01,Bogotá,2,IT/Communication,historico,10063250.0,20.0,4.0
2024-12-01,Bogotá,2,IT/Communication,historico,6436700.0,18.0,5.0
2025-01-01,Bogotá,2,IT/Communication,historico,18168148.0,23.0,9.0
2025-02-01,Bogotá,2,IT/Communication,historico,6119268.0,14.0,7.0
2025-03-01,Bogotá,2,IT/Communication,historico,14026920.0,25.0,7.0
2025-04-01,Bogotá,2,IT/Communication,historico,2713455.0,8.0,6.0
2025-05-01,Bogotá,2,IT/Communication,historico,90040066.0,14.0,8.0
2025-06-01,Bogotá,2,IT/Communication,historico,16895449.0,41.0,17.0
2025-07-01,Bogotá,2,IT/Communication,historico,44203733.0,74.0,21.0
2025-08-01,Bogotá,2,IT/Communication,historico,70244247.0,43.0,10.0
2025-09-01,Bogotá,2,IT/Communication,historico,7883124.0,21.0,12.0
2025-10-01,Bogotá,2,IT/Communication,historico,30304711.0,39.0,14.0
2025-11-01,Bogotá,2,IT/Communication,historico,4892570.0,11.0,7.0
