fecha,Sucursal,bodega,dpto,tipo,venta_neta
2024-11-01,Barranquilla,4,14,historico,117061558.0
2024-11-01,Barranquilla,4,15,historico,261402069.0
2024-11-01,Barranquilla,4,1725,historico,72712547.0
2024-11-01,Barranquilla,4,25,historico,417085473.0
2024-11-01,Barranquilla,4,76,historico,59167221.0
2024-11-01,Barranquilla,4,80,historico,181776954.0
2024-11-01,Barranquilla,4,E,historico,698041929.23
2024-11-01,Cartagena,5,0605,historico,37278486.0
2024-11-01,Cartagena,5,07,historico,477251013.2
2024-11-01,Cartagena,5,1301,historico,96792734.0
2024-11-01,Cartagena,5,14,historico,14305083.0
2024-11-01,Cartagena,5,15,historico,111307098.1
2024-11-01,Cartagena,5,1725,historico,118742556.0
2024-11-01,Cartagena,5,25,historico,214848470.37
2024-11-01,Cartagena,5,76,historico,67782354.0
2024-11-01,Cartagena,5,80,historico,93496545.0
2024-11-01,Cartagena,5,E,historico,122434994.78999999
2024-12-01,Medellín,1,0605,historico,152458476.0
2024-12-01,Medellín,1,07,historico,1206537107.39
2024-12-01,Medellín,1,1301,historico,50856193.0
2024-12-01,Medellín,1,14,historico,67005940.4
2024-12-01,Medellín,1,15,historico,300453576.0
2024-12-01,Medellín,1,1725,historico,235846709.6
2024-12-01,Medellín,1,25,historico,668673511.11
2024-12-01,Medellín,1,76,historico,117280063.0
2024-12-01,Medellín,1,80,historico,327071134.78
2024-12-01,Medellín,1,E,historico,705795956.52
2024-12-01,Bogotá,2,0605,historico,212812775.8
2024-12-01,Bogotá,2,07,historico,1993120966.86
2024-12-01,Bogotá,2,1301,historico,157999297.92
2024-12-01,Bogotá,2,14,historico,153910901.1
2024-12-01,Bogotá,2,15,historico,330479581.52
2024-12-01,Bogotá,2,1725,historico,477740590.0
2024-12-01,Bogotá,2,25,historico,1096206662.08
2024-12-01,Bogotá,2,76,historico,136183477.52
2024-12-01,Bogotá,2,80,historico,231901552.86
2024-12-01,Bogotá,2,E,historico,236260634.48
2024-12-01,Cali,3,0605,historico,97212748.68
2024-12-01,Cali,3,07,historico,429455181.28
2024-12-01,Cali,3,1301,historico,77494665.1
2024-12-01,Cali,3,14,historico,93435118.12
2024-12-01,Cali,3,15,historico,138076296.0
2024-12-01,Cali,3,1725,historico,155006611.0
2024-12-01,Cali,3,25,historico,265536430.06
2024-12-01,Cali,3,76,historico,160576532.0
2024-12-01,Cali,3,80,historico,259785138.0
2024-12-01,Cali,3,E,historico,226643367.32999998
2024-12-01,Barranquilla,4,0605,historico,47704367.0
2024-12-01,Barranquilla,4,07,historico,408838295.0
2024-12-01,Barranquilla,4,1301,historico,69209672.56
2024-12-01,Barranquilla,4,14,historico,162152467.0
2024-12-01,Barranquilla,4,15,historico,291783463.0
2024-12-01,Barranquilla,4,1725,historico,62840753.0
2024-12-01,Barranquilla,4,25,historico,493434110.0
2024-12-01,Barranquilla,4,76,historico,50135961.0
2024-12-01,Barranquilla,4,80,historico,88302131.0
2024-12-01,Barranquilla,4,E,historico,361678971.22
2024-12-01,Cartagena,5,0605,historico,36335107.0
2024-12-01,Cartagena,5,07,historico,395347088.0
2024-12-01,Cartagena,5,1301,historico,13238766.0
2024-12-01,Cartagena,5,14,historico,9852914.0
2024-12-01,Cartagena,5,15,historico,101825003.22
2024-12-01,Cartagena,5,1725,historico,138043393.0
2024-12-01,Cartagena,5,25,historico,183318607.0
2024-12-01,Cartagena,5,76,historico,72247289.0
2024-12-01,Cartagena,5,80,historico,144706490.0
2024-12-01,Cartagena,5,E,historico,151013613.6
2025-01-01,Medellín,1,0605,historico,142296586.0
2025-01-01,Medellín,1,07,historico,1007840495.0
2025-01-01,Medellín,1,1301,historico,131672059.0
2025-01-01,Medellín,1,14,historico,117146232.0
2025-01-01,Medellín,1,15,historico,247947646.2
2025-01-01,Medellín,1,1725,historico,248040537.0
2025-01-01,Medellín,1,25,historico,545122395.56
2025-01-01,Medellín,1,76,historico,113603940.0
2025-01-01,Medellín,1,80,historico,273160674.0
2025-01-01,Medellín,1,E,historico,713658151.55
2025-01-01,Bogotá,2,0605,historico,237540821.54
2025-01-01,Bogotá,2,07,historico,2175635039.4
2025-01-01,Bogotá,2,1301,historico,143690942.5
2025-01-01,Bogotá,2,14,historico,228464951.0
2025-01-01,Bogotá,2,15,historico,374862770.4
2025-01-01,Bogotá,2,1725,historico,187868223.0
2025-01-01,Bogotá,2,25,historico,797362468.98
2025-01-01,Bogotá,2,76,historico,132582826.0
2025-01-01,Bogotá,2,80,historico,316979581.57
2025-01-01,Bogotá,2,E,historico,518591562.4
2025-01-01,Cali,3,0605,historico,76973775.0
2025-01-01,Cali,3,07,historico,612814427.14
2025-01-01,Cali,3,1301,historico,57754282.72
2025-01-01,Cali,3,14,historico,52854450.0
2025-01-01,Cali,3,15,historico,136287475.0
2025-01-01,Cali,3,1725,historico,92482017.0
2025-01-01,Cali,3,25,historico,183302245.26
2025-01-01,Cali,3,76,historico,105934334.0
2025-01-01,Cali,3,80,historico,235095776.0
2025-01-01,Cali,3,E,historico,321664118.7
2025-01-01,Barranquilla,4,0605,historico,21417850.0
2025-01-01,Barranquilla,4,07,historico,627011384.2
2025-01-01,Barranquilla,4,1301,historico,108209211.0
2025-01-01,Barranquilla,4,14,historico,124238466.3
2025-01-01,Barranquilla,4,15,historico,252674230.0
2025-01-01,Barranquilla,4,1725,historico,88687787.0
2025-01-01,Barranquilla,4,25,historico,342084787.0
2025-01-01,Barranquilla,4,76,historico,42641376.05
2025-01-01,Barranquilla,4,80,historico,122008388.0
2025-01-01,Barranquilla,4,E,historico,308127344.3
2025-01-01,Cartagena,5,0605,historico,41840333.0
2025-01-01,Cartagena,5,07,historico,449898368.0
2025-01-01,Cartagena,5,1301,historico,104768850.0
2025-01-01,Cartagena,5,14,historico,6283594.0
2025-01-01,Cartagena,5,15,historico,112653931.0
2025-01-01,Cartagena,5,1725,historico,107032679.0
2025-01-01,Cartagena,5,25,historico,185744692.0
2025-01-01,Cartagena,5,76,historico,53784782.0
2025-01-01,Cartagena,5,80,historico,82044967.71
2025-01-01,Cartagena,5,E,historico,161513437.64
2025-02-01,Medellín,1,0605,historico,166011519.5
2025-02-01,Medellín,1,07,historico,1405881805.98
2025-02-01,Medellín,1,1301,historico,102887074.0
2025-02-01,Medellín,1,14,historico,54695685.6
2025-02-01,Medellín,1,15,historico,306412402.0
2025-02-01,Medellín,1,1725,historico,288622056.0
2025-02-01,Medellín,1,25,historico,835761921.0
2025-02-01,Medellín,1,76,historico,119089188.0
2025-02-01,Medellín,1,80,historico,261476803.96
2025-02-01,Medellín,1,E,historico,633498145.54
2025-02-01,Bogotá,2,0605,historico,254708449.76
2025-02-01,Bogotá,2,07,historico,2318762517.44
2025-02-01,Bogotá,2,1301,historico,305924727.0
2025-02-01,Bogotá,2,14,historico,158186772.6
2025-02-01,Bogotá,2,15,historico,394762992.26
2025-02-01,Bogotá,2,1725,historico,322784206.0
2025-02-01,Bogotá,2,25,historico,895374611.62
2025-02-01,Bogotá,2,76,historico,165015380.96
2025-02-01,Bogotá,2,80,historico,258866932.4
2025-02-01,Bogotá,2,E,historico,344284238.4
2025-02-01,Cali,3,0605,historico,85952433.0
2025-02-01,Cali,3,07,historico,417570779.8
2025-02-01,Cali,3,1301,historico,67098962.46
2025-02-01,Cali,3,14,historico,79840348.31
2025-02-01,Cali,3,15,historico,142511609.0
2025-02-01,Cali,3,1725,historico,147766134.0
2025-02-01,Cali,3,25,historico,274041887.7
2025-02-01,Cali,3,76,historico,112966571.0
2025-02-01,Cali,3,80,historico,206206070.0
2025-02-01,Cali,3,E,historico,374801376.6
2025-02-01,Barranquilla,4,0605,historico,58479865.0
2025-02-01,Barranquilla,4,07,historico,441818753.8
2025-02-01,Barranquilla,4,1301,historico,50059004.0
2025-02-01,Barranquilla,4,14,historico,75557965.0
2025-02-01,Barranquilla,4,15,historico,248406597.3
2025-02-01,Barranquilla,4,1725,historico,55752599.0
2025-02-01,Barranquilla,4,25,historico,418907987.0
2025-02-01,Barranquilla,4,76,historico,38242846.0
2025-02-01,Barranquilla,4,80,historico,112264047.0
2025-02-01,Barranquilla,4,E,historico,274797362.36
2025-02-01,Cartagena,5,0605,historico,50969317.0
2025-02-01,Cartagena,5,07,historico,539376904.0
2025-02-01,Cartagena,5,1301,historico,52651166.0
2025-02-01,Cartagena,5,14,historico,23448965.0
2025-02-01,Cartagena,5,15,historico,96626914.45
2025-02-01,Cartagena,5,1725,historico,178923288.0
2025-02-01,Cartagena,5,25,historico,221345768.4
2025-02-01,Cartagena,5,76,historico,99969224.8
2025-02-01,Cartagena,5,80,historico,103047309.3
2025-02-01,Cartagena,5,E,historico,138882399.9
2025-03-01,Medellín,1,0605,historico,146526501.0
2025-03-01,Medellín,1,07,historico,1976317472.28
2025-03-01,Medellín,1,1301,historico,313483044.0
2025-03-01,Medellín,1,14,historico,88507742.5
2025-03-01,Medellín,1,15,historico,299650772.05
2025-03-01,Medellín,1,1725,historico,541565031.0
2025-03-01,Medellín,1,25,historico,632210111.0
2025-03-01,Medellín,1,76,historico,181690402.0
2025-03-01,Medellín,1,80,historico,273504207.3
2025-03-01,Medellín,1,E,historico,807248908.24
2025-03-01,Bogotá,2,0605,historico,273585745.36
2025-03-01,Bogotá,2,07,historico,2112291279.2
2025-03-01,Bogotá,2,1301,historico,179254870.0
2025-03-01,Bogotá,2,14,historico,216790662.65
2025-03-01,Bogotá,2,15,historico,435410359.96
2025-03-01,Bogotá,2,1725,historico,356048833.0
2025-03-01,Bogotá,2,25,historico,1089142745.24
2025-03-01,Bogotá,2,76,historico,155381252.08
2025-03-01,Bogotá,2,80,historico,313192936.0
2025-03-01,Bogotá,2,E,historico,446111845.09
2025-03-01,Cali,3,0605,historico,120139927.0
2025-03-01,Cali,3,07,historico,479657215.9
2025-03-01,Cali,3,1301,historico,61730710.1
2025-03-01,Cali,3,14,historico,33057875.59
2025-03-01,Cali,3,15,historico,136572232.0
2025-03-01,Cali,3,1725,historico,407917377.0
2025-03-01,Cali,3,25,historico,263539001.31
2025-03-01,Cali,3,76,historico,150146340.5
2025-03-01,Cali,3,80,historico,236152338.0
2025-03-01,Cali,3,E,historico,227911166.1
2025-03-01,Barranquilla,4,0605,historico,33215056.8
2025-03-01,Barranquilla,4,07,historico,416700104.4
2025-03-01,Barranquilla,4,1301,historico,78864350.0
2025-03-01,Barranquilla,4,14,historico,52955748.5
2025-03-01,Barranquilla,4,15,historico,220340851.0
2025-03-01,Barranquilla,4,1725,historico,85377783.0
2025-03-01,Barranquilla,4,25,historico,331086419.0
2025-03-01,Barranquilla,4,76,historico,38658608.0
2025-03-01,Barranquilla,4,80,historico,114444432.0
2025-03-01,Barranquilla,4,E,historico,788755322.48
2025-03-01,Cartagena,5,0605,historico,37551350.0
2025-03-01,Cartagena,5,07,historico,595180758.1
2025-03-01,Cartagena,5,1301,historico,39957700.0
2025-03-01,Cartagena,5,14,historico,14131730.0
2025-03-01,Cartagena,5,15,historico,113837506.9
2025-03-01,Cartagena,5,1725,historico,201709380.0
2025-03-01,Cartagena,5,25,historico,229289254.08
2025-03-01,Cartagena,5,76,historico,102175245.89
2025-03-01,Cartagena,5,80,historico,74201450.0
2025-03-01,Cartagena,5,E,historico,106869009.56
2025-04-01,Medellín,1,0605,historico,166817616.0
2025-04-01,Medellín,1,07,historico,1150840634.18
2025-04-01,Medellín,1,1301,historico,193730496.7
2025-04-01,Medellín,1,14,historico,84915949.0
2025-04-01,Medellín,1,15,historico,319368458.3
2025-04-01,Medellín,1,1725,historico,361096371.0
2025-04-01,Medellín,1,25,historico,814156688.0
2025-04-01,Medellín,1,76,historico,163089454.0
2025-04-01,Medellín,1,80,historico,317072873.4
2025-04-01,Medellín,1,E,historico,653992988.02
2025-04-01,Bogotá,2,0605,historico,244065344.8
2025-04-01,Bogotá,2,07,historico,1812997789.55
2025-04-01,Bogotá,2,1301,historico,195657188.0
2025-04-01,Bogotá,2,14,historico,150555840.86
2025-04-01,Bogotá,2,15,historico,387408849.76
2025-04-01,Bogotá,2,1725,historico,399751861.0
2025-04-01,Bogotá,2,25,historico,1009873292.46
2025-04-01,Bogotá,2,76,historico,207609010.9
2025-04-01,Bogotá,2,80,historico,323338790.15999997
2025-04-01,Bogotá,2,E,historico,350848548.9
2025-04-01,Cali,3,0605,historico,106602956.0
2025-04-01,Cali,3,07,historico,430544666.93
2025-04-01,Cali,3,1301,historico,58093959.7
2025-04-01,Cali,3,14,historico,74149619.0
2025-04-01,Cali,3,15,historico,102106753.2
2025-04-01,Cali,3,1725,historico,285948470.0
2025-04-01,Cali,3,25,historico,213830494.12
2025-04-01,Cali,3,76,historico,101310630.0
2025-04-01,Cali,3,80,historico,229397581.0
2025-04-01,Cali,3,E,historico,301301986.4
2025-04-01,Barranquilla,4,0605,historico,36824516.0
2025-04-01,Barranquilla,4,07,historico,377683589.84
2025-04-01,Barranquilla,4,1301,historico,21433904.0
2025-04-01,Barranquilla,4,14,historico,93534729.0
2025-04-01,Barranquilla,4,15,historico,273683749.1
2025-04-01,Barranquilla,4,1725,historico,87960464.0
2025-04-01,Barranquilla,4,25,historico,453704676.0
2025-04-01,Barranquilla,4,76,historico,66775461.0
2025-04-01,Barranquilla,4,80,historico,108943842.0
2025-04-01,Barranquilla,4,E,historico,643571333.73
2025-04-01,Cartagena,5,0605,historico,43757279.0
2025-04-01,Cartagena,5,07,historico,569609017.7
2025-04-01,Cartagena,5,1301,historico,92806188.0
2025-04-01,Cartagena,5,14,historico,32217726.0
2025-04-01,Cartagena,5,15,historico,100829735.8
2025-04-01,Cartagena,5,1725,historico,147156910.0
2025-04-01,Cartagena,5,25,historico,302421426.0
2025-04-01,Cartagena,5,76,historico,81374139.1
2025-04-01,Cartagena,5,80,historico,102068431.0
2025-04-01,Cartagena,5,E,historico,123078904.49
2025-05-01,Medellín,1,0605,historico,163655391.0
2025-05-01,Medellín,1,07,historico,1408972683.06
2025-05-01,Medellín,1,1301,historico,255513934.0
2025-05-01,Medellín,1,14,historico,186069705.0
2025-05-01,Medellín,1,15,historico,406931547.8
2025-05-01,Medellín,1,1725,historico,393704111.0
2025-05-01,Medellín,1,25,historico,1075986983.0
2025-05-01,Medellín,1,76,historico,242099053.57999998
2025-05-01,Medellín,1,80,historico,316627026.9
2025-05-01,Medellín,1,E,historico,643382242.36
2025-05-01,Bogotá,2,0605,historico,321053917.76
2025-05-01,Bogotá,2,07,historico,1882870633.11
2025-05-01,Bogotá,2,1301,historico,302312611.0
2025-05-01,Bogotá,2,14,historico,184695710.2
2025-05-01,Bogotá,2,15,historico,485729371.26
2025-05-01,Bogotá,2,1725,historico,339649430.0
2025-05-01,Bogotá,2,25,historico,974202704.62
2025-05-01,Bogotá,2,76,historico,191585507.0
2025-05-01,Bogotá,2,80,historico,326076515.23
2025-05-01,Bogotá,2,E,historico,478848261.09
2025-05-01,Cali,3,0605,historico,103009375.0
2025-05-01,Cali,3,07,historico,438410380.46
2025-05-01,Cali,3,1301,historico,91800018.84
2025-05-01,Cali,3,14,historico,86110694.33
2025-05-01,Cali,3,15,historico,141226204.0
2025-05-01,Cali,3,1725,historico,140481674.0
2025-05-01,Cali,3,25,historico,246699856.16
2025-05-01,Cali,3,76,historico,125288580.5
2025-05-01,Cali,3,80,historico,312786082.0
2025-05-01,Cali,3,E,historico,296385503.45
2025-05-01,Barranquilla,4,0605,historico,44849901.25
2025-05-01,Barranquilla,4,07,historico,336157440.69
2025-05-01,Barranquilla,4,1301,historico,43669622.0
2025-05-01,Barranquilla,4,14,historico,80446300.0
2025-05-01,Barranquilla,4,15,historico,267335913.0
2025-05-01,Barranquilla,4,1725,historico,123545308.0
2025-05-01,Barranquilla,4,25,historico,647300170.0
2025-05-01,Barranquilla,4,76,historico,52662975.0
2025-05-01,Barranquilla,4,80,historico,265889149.0
2025-05-01,Barranquilla,4,E,historico,497665032.55
2025-05-01,Cartagena,5,0605,historico,43757466.0
2025-05-01,Cartagena,5,07,historico,480303571.23
2025-05-01,Cartagena,5,1301,historico,82256899.0
2025-05-01,Cartagena,5,14,historico,22346418.0
2025-05-01,Cartagena,5,15,historico,112840445.9
2025-05-01,Cartagena,5,1725,historico,120857472.0
2025-05-01,Cartagena,5,25,historico,217227729.0
2025-05-01,Cartagena,5,76,historico,89912074.0
2025-05-01,Cartagena,5,80,historico,103634290.0
2025-05-01,Cartagena,5,E,historico,115505463.79
2025-06-01,Medellín,1,0605,historico,196307708.0
2025-06-01,Medellín,1,07,historico,1255768520.37
2025-06-01,Medellín,1,1301,historico,265172720.0
2025-06-01,Medellín,1,14,historico,176932911.0
2025-06-01,Medellín,1,15,historico,299457349.8
2025-06-01,Medellín,1,1725,historico,225982754.0
2025-06-01,Medellín,1,25,historico,754553165.0
2025-06-01,Medellín,1,76,historico,114771144.0
2025-06-01,Medellín,1,80,historico,291611440.24
2025-06-01,Medellín,1,E,historico,770293447.47
2025-06-01,Bogotá,2,0605,historico,246128236.64
2025-06-01,Bogotá,2,07,historico,1841668252.3
2025-06-01,Bogotá,2,1301,historico,188924120.78
2025-06-01,Bogotá,2,14,historico,196852823.0
2025-06-01,Bogotá,2,15,historico,323246657.92
2025-06-01,Bogotá,2,1725,historico,238488788.0
2025-06-01,Bogotá,2,25,historico,1095200238.74
2025-06-01,Bogotá,2,76,historico,141687135.0
2025-06-01,Bogotá,2,80,historico,270837799.41
2025-06-01,Bogotá,2,E,historico,335371079.85
2025-06-01,Cali,3,0605,historico,115542296.0
2025-06-01,Cali,3,07,historico,505484312.9
2025-06-01,Cali,3,1301,historico,79715337.0
2025-06-01,Cali,3,14,historico,64479624.0
2025-06-01,Cali,3,15,historico,137519868.0
2025-06-01,Cali,3,1725,historico,200731092.0
2025-06-01,Cali,3,25,historico,202995744.6
2025-06-01,Cali,3,76,historico,109223778.0
2025-06-01,Cali,3,80,historico,214514333.0
2025-06-01,Cali,3,E,historico,489843133.46
2025-06-01,Barranquilla,4,0605,historico,31868583.0
2025-06-01,Barranquilla,4,07,historico,459557186.52
2025-06-01,Barranquilla,4,1301,historico,90930046.0
2025-06-01,Barranquilla,4,14,historico,82999940.0
2025-06-01,Barranquilla,4,15,historico,193847931.0
2025-06-01,Barranquilla,4,1725,historico,43140412.0
2025-06-01,Barranquilla,4,25,historico,330699315.0
2025-06-01,Barranquilla,4,76,historico,38930595.0
2025-06-01,Barranquilla,4,80,historico,122108724.0
2025-06-01,Barranquilla,4,E,historico,533056721.38
2025-06-01,Cartagena,5,0605,historico,47524966.0
2025-06-01,Cartagena,5,07,historico,580742456.74
2025-06-01,Cartagena,5,1301,historico,46079727.0
2025-06-01,Cartagena,5,14,historico,23166345.0
2025-06-01,Cartagena,5,15,historico,120112046.8
2025-06-01,Cartagena,5,1725,historico,140605715.0
2025-06-01,Cartagena,5,25,historico,256483842.6
2025-06-01,Cartagena,5,76,historico,62253592.0
2025-06-01,Cartagena,5,80,historico,112677501.4
2025-06-01,Cartagena,5,E,historico,138697532.67
2025-07-01,Medellín,1,0605,historico,207918506.0
2025-07-01,Medellín,1,07,historico,1527269638.85
2025-07-01,Medellín,1,1301,historico,316178400.58
2025-07-01,Medellín,1,14,historico,88584310.19
2025-07-01,Medellín,1,15,historico,425501667.0
2025-07-01,Medellín,1,1725,historico,348786206.0
2025-07-01,Medellín,1,25,historico,907163795.57
2025-07-01,Medellín,1,76,historico,183437996.06
2025-07-01,Medellín,1,80,historico,427601400.28
2025-07-01,Medellín,1,E,historico,722206388.2
2025-07-01,Bogotá,2,0605,historico,315548933.52
2025-07-01,Bogotá,2,07,historico,2225703379.06
2025-07-01,Bogotá,2,1301,historico,250056873.02
2025-07-01,Bogotá,2,14,historico,181653093.01
2025-07-01,Bogotá,2,15,historico,539698752.0
2025-07-01,Bogotá,2,1725,historico,508157923.0
2025-07-01,Bogotá,2,25,historico,1145499416.38
2025-07-01,Bogotá,2,76,historico,216713471.0
2025-07-01,Bogotá,2,80,historico,389036868.91
2025-07-01,Bogotá,2,E,historico,594963479.55
2025-07-01,Cali,3,0605,historico,109750140.25
2025-07-01,Cali,3,07,historico,749314636.71
2025-07-01,Cali,3,1301,historico,169392158.4
2025-07-01,Cali,3,14,historico,66469148.0
2025-07-01,Cali,3,15,historico,102992475.2
2025-07-01,Cali,3,1725,historico,374950566.0
2025-07-01,Cali,3,25,historico,249507870.0
2025-07-01,Cali,3,76,historico,141893594.0
2025-07-01,Cali,3,80,historico,230784888.0
2025-07-01,Cali,3,E,historico,274554778.84
2025-07-01,Barranquilla,4,0605,historico,47025848.0
2025-07-01,Barranquilla,4,07,historico,388070620.0
2025-07-01,Barranquilla,4,1301,historico,130149828.0
2025-07-01,Barranquilla,4,14,historico,106357607.0
2025-07-01,Barranquilla,4,15,historico,302111503.5
2025-07-01,Barranquilla,4,1725,historico,108004225.0
2025-07-01,Barranquilla,4,25,historico,423460273.0
2025-07-01,Barranquilla,4,76,historico,58392753.0
2025-07-01,Barranquilla,4,80,historico,163162821.0
2025-07-01,Barranquilla,4,E,historico,668264848.66
2025-07-01,Cartagena,5,0605,historico,36744934.0
2025-07-01,Cartagena,5,07,historico,537277957.88
2025-07-01,Cartagena,5,1301,historico,75686036.0
2025-07-01,Cartagena,5,14,historico,32153391.0
2025-07-01,Cartagena,5,15,historico,124261826.8
2025-07-01,Cartagena,5,1725,historico,215823020.0
2025-07-01,Cartagena,5,25,historico,230276993.8
2025-07-01,Cartagena,5,76,historico,106648029.15
2025-07-01,Cartagena,5,80,historico,142678198.28
2025-07-01,Cartagena,5,E,historico,247252206.97
2025-08-01,Medellín,1,0605,historico,187995985.0
2025-08-01,Medellín,1,07,historico,1443702945.08
2025-08-01,Medellín,1,1301,historico,122585989.0
2025-08-01,Medellín,1,14,historico,125414101.0
2025-08-01,Medellín,1,15,historico,316218680.0
2025-08-01,Medellín,1,1725,historico,306123256.0
2025-08-01,Medellín,1,25,historico,1428680401.04
2025-08-01,Medellín,1,76,historico,101843557.0
2025-08-01,Medellín,1,80,historico,380851540.22
2025-08-01,Medellín,1,E,historico,804249054.85
2025-08-01,Bogotá,2,0605,historico,309552253.88
2025-08-01,Bogotá,2,07,historico,2273224317.43
2025-08-01,Bogotá,2,1301,historico,177857928.0
2025-08-01,Bogotá,2,14,historico,195643447.0
2025-08-01,Bogotá,2,15,historico,366517721.0
2025-08-01,Bogotá,2,1725,historico,402717567.0
2025-08-01,Bogotá,2,25,historico,1054163090.72
2025-08-01,Bogotá,2,76,historico,132923937.0
2025-08-01,Bogotá,2,80,historico,267757026.47
2025-08-01,Bogotá,2,E,historico,421695761.53
2025-08-01,Cali,3,0605,historico,95762697.0
2025-08-01,Cali,3,07,historico,661500443.83
2025-08-01,Cali,3,1301,historico,106179297.0
2025-08-01,Cali,3,14,historico,81458135.1
2025-08-01,Cali,3,15,historico,146872455.0
2025-08-01,Cali,3,1725,historico,184096644.0
2025-08-01,Cali,3,25,historico,270892270.0
2025-08-01,Cali,3,76,historico,116122026.0
2025-08-01,Cali,3,80,historico,210258466.0
2025-08-01,Cali,3,E,historico,250735915.75
2025-08-01,Barranquilla,4,0605,historico,37478816.5
2025-08-01,Barranquilla,4,07,historico,500878151.65999997
2025-08-01,Barranquilla,4,1301,historico,31847431.0
2025-08-01,Barranquilla,4,14,historico,106507980.0
2025-08-01,Barranquilla,4,15,historico,217558769.0
2025-08-01,Barranquilla,4,1725,historico,64921465.0
2025-08-01,Barranquilla,4,25,historico,480848670.0
2025-08-01,Barranquilla,4,76,historico,63495258.0
2025-08-01,Barranquilla,4,80,historico,90305132.0
2025-08-01,Barranquilla,4,E,historico,609940744.87
2025-08-01,Cartagena,5,0605,historico,40590955.0
2025-08-01,Cartagena,5,07,historico,531531116.42
2025-08-01,Cartagena,5,1301,historico,44309580.0
2025-08-01,Cartagena,5,14,historico,35001672.0
2025-08-01,Cartagena,5,15,historico,98727930.6
2025-08-01,Cartagena,5,1725,historico,218055373.44
2025-08-01,Cartagena,5,25,historico,190805169.0
2025-08-01,Cartagena,5,76,historico,75384782.0
2025-08-01,Cartagena,5,80,historico,134042145.55
2025-08-01,Cartagena,5,E,historico,254331668.08
2025-09-01,Medellín,1,0605,historico,231875324.5
2025-09-01,Medellín,1,07,historico,1609708886.01
2025-09-01,Medellín,1,1301,historico,312398991.0
2025-09-01,Medellín,1,14,historico,64053320.0
2025-09-01,Medellín,1,15,historico,360050971.0
2025-09-01,Medellín,1,1725,historico,270579653.0
2025-09-01,Medellín,1,25,historico,672941869.15
2025-09-01,Medellín,1,76,historico,183474811.0
2025-09-01,Medellín,1,80,historico,430573279.85
2025-09-01,Medellín,1,E,historico,1107300288.26
2025-09-01,Bogotá,2,0605,historico,409509784.36
2025-09-01,Bogotá,2,07,historico,2557644056.27
2025-09-01,Bogotá,2,1301,historico,314499566.16
2025-09-01,Bogotá,2,14,historico,269492248.0
2025-09-01,Bogotá,2,15,historico,439362997.0
2025-09-01,Bogotá,2,1725,historico,343918636.0
2025-09-01,Bogotá,2,25,historico,1346048871.26
2025-09-01,Bogotá,2,76,historico,141997641.07
2025-09-01,Bogotá,2,80,historico,258228202.18
2025-09-01,Bogotá,2,E,historico,449631785.7
2025-09-01,Cali,3,0605,historico,131812273.5
2025-09-01,Cali,3,07,historico,535116635.92
2025-09-01,Cali,3,1301,historico,126805417.43
2025-09-01,Cali,3,14,historico,86715900.0
2025-09-01,Cali,3,15,historico,120783041.0
2025-09-01,Cali,3,1725,historico,172129888.0
2025-09-01,Cali,3,25,historico,229365735.0
2025-09-01,Cali,3,76,historico,158696652.4
2025-09-01,Cali,3,80,historico,301783921.71
2025-09-01,Cali,3,E,historico,439749056.51
2025-09-01,Barranquilla,4,0605,historico,41050085.5
2025-09-01,Barranquilla,4,07,historico,528937106.0
2025-09-01,Barranquilla,4,1301,historico,97727238.0
2025-09-01,Barranquilla,4,14,historico,119862382.0
2025-09-01,Barranquilla,4,15,historico,287522854.0
2025-09-01,Barranquilla,4,1725,historico,71244599.0
2025-09-01,Barranquilla,4,25,historico,449584337.0
2025-09-01,Barranquilla,4,76,historico,70948803.0
2025-09-01,Barranquilla,4,80,historico,150355931.0
2025-09-01,Barranquilla,4,E,historico,945246329.8
2025-09-01,Cartagena,5,0605,historico,50940774.0
2025-09-01,Cartagena,5,07,historico,674133024.44
2025-09-01,Cartagena,5,1301,historico,63918099.0
2025-09-01,Cartagena,5,14,historico,16407056.0
2025-09-01,Cartagena,5,15,historico,125480305.8
2025-09-01,Cartagena,5,1725,historico,168090662.44
2025-09-01,Cartagena,5,25,historico,214800172.4
2025-09-01,Cartagena,5,76,historico,58817545.65
2025-09-01,Cartagena,5,80,historico,71560892.0
2025-09-01,Cartagena,5,E,historico,60534504.46
2025-10-01,Medellín,1,0605,historico,250499488.5
2025-10-01,Medellín,1,07,historico,1646234079.56
2025-10-01,Medellín,1,1301,historico,283210043.5
2025-10-01,Medellín,1,14,historico,194471365.0
2025-10-01,Medellín,1,15,historico,304778829.22
2025-10-01,Medellín,1,1725,historico,252765419.0
2025-10-01,Medellín,1,25,historico,1076689965.4
2025-10-01,Medellín,1,76,historico,184452158.0
2025-10-01,Medellín,1,80,historico,344045415.51
2025-10-01,Medellín,1,E,historico,868446707.97
2025-10-01,Bogotá,2,0605,historico,330220766.78
2025-10-01,Bogotá,2,07,historico,2286186030.67
2025-10-01,Bogotá,2,1301,historico,264286343.0
2025-10-01,Bogotá,2,14,historico,263045712.0
2025-10-01,Bogotá,2,15,historico,435977628.0
2025-10-01,Bogotá,2,1725,historico,486912435.0
2025-10-01,Bogotá,2,25,historico,1133130878.46
2025-10-01,Bogotá,2,76,historico,194085176.0
2025-10-01,Bogotá,2,80,historico,249848903.91
2025-10-01,Bogotá,2,E,historico,405742991.46
